text,font_size,is_bold,word_count,size_diff_from_prev,starts_with_pattern,y_position,is_centered,page_num,label,text_case_title,text_case_upper
indicate how this consultative process will be approached.,11.039999999999964,False,8,0.0,False,0.17297979797979798,False,6,paragraph,False,False
"The business plan for the ODL must address significant issues. There are, for example,",11.039999999999964,False,14,0.0,False,0.20454545454545456,True,6,paragraph,False,False
enormous differences in the financial resources available to libraries mandated to provide,11.039999999999964,False,12,0.0,False,0.22095959595959597,True,6,paragraph,False,False
"similar services. Some post-secondary and public libraries, particularly those in large urban",11.039999999999964,False,12,0.0,False,0.2361111111111111,True,6,paragraph,False,False
"areas, have the facilities, funding and technological infrastructure necessary to service their",11.039999999999964,False,12,0.0,False,0.25252525252525254,True,6,paragraph,False,False
"patrons with electronic services and resources. Many others, particularly in rural regions, do",11.039999999999964,False,13,0.0,False,0.2689393939393939,True,6,paragraph,False,False
not. The proposal must indicate how these issues will be approached.,11.039999999999964,False,11,0.0,False,0.2840909090909091,True,6,paragraph,False,False
Milestones,12.0,False,1,0.9600000000000364,False,0.3472222222222222,False,6,H3,True,False
1) A preliminary report will be issued during June 2003.,11.039999999999964,False,10,-0.9600000000000364,False,0.3838383838383838,True,6,paragraph,False,False
"2) It is expected that an Interim Report, suitable for distribution to the broader library",11.039999999999964,False,15,0.0,False,0.4154040404040404,True,6,paragraph,False,False
"community will be available by August 1, 2003 and that there will be an opportunity",11.039999999999964,False,15,0.0,False,0.4318181818181818,True,6,paragraph,False,False
for responses to be evaluated.,11.039999999999964,False,5,0.0,False,0.44696969696969696,False,6,paragraph,False,False
3) The business plan must be completed and approved by the ODL Steering Committee,11.039999999999964,False,14,0.0,False,0.47853535353535354,True,6,paragraph,False,False
"no later than September 30, 2003.",11.039999999999964,False,6,0.0,False,0.4936868686868687,False,6,paragraph,False,False
Approach and Specific Proposal Requirements,12.0,False,5,0.9600000000000364,False,0.5416666666666666,True,6,H2,False,False
The firm/consultant (or proposed team of consultants) will be expected to work closely with,11.039999999999964,False,14,-0.9600000000000364,False,0.5782828282828283,True,6,paragraph,False,False
the ODL Steering Committee. Terms of reference for the Committee are in the appendix.,11.039999999999964,False,14,0.0,False,0.5934343434343434,True,6,paragraph,False,False
"Given the consultative nature of this business planning process, the firm/consultant will also",11.039999999999964,False,13,0.0,False,0.6098484848484849,True,6,paragraph,False,False
be expected to travel and communicate regularly with various stakeholders as well as with,11.039999999999964,False,14,0.0,False,0.6262626262626263,True,6,paragraph,False,False
electronic resource publishers/vendors.,11.039999999999964,False,3,0.0,False,0.6414141414141414,False,6,paragraph,False,False
The proposal should include the following information:,11.04000000000002,False,7,5.684341886080802e-14,False,0.672979797979798,False,6,paragraph,False,False
a) name of the firm/consultant,11.039999999999992,False,5,-2.842170943040401e-14,False,0.7045454545454546,False,6,paragraph,False,False
"b) names of those individuals who will be engaged in this project, their specific",11.039999999999992,False,14,0.0,False,0.7196969696969697,True,6,paragraph,False,False
responsibilities on this project and relevant experience/qualifications,11.039999999999992,False,7,0.0,False,0.7361111111111112,True,6,paragraph,False,False
c) description of similar engagements that highlight the firm’s experience in business,11.039999999999992,False,12,0.0,False,0.7525252525252525,True,6,paragraph,False,False
planning and building stakeholder commitment,11.039999999999992,False,5,0.0,False,0.7676767676767676,False,6,paragraph,False,False
d) references with details of work completed for these references,11.039999999999992,False,10,0.0,False,0.7840909090909091,True,6,paragraph,False,False
"e) description of the approach that will be used for completing the business plan,",11.039999999999992,False,14,0.0,False,0.8005050505050505,True,6,paragraph,False,False
including a timeline,11.039999999999992,False,3,0.0,False,0.8156565656565656,False,6,paragraph,False,False
"f) cost to complete the study including estimated expenses (i.e.: travel, etc.) and payment",11.040000000000006,False,14,1.4210854715202004e-14,False,0.8320707070707071,True,6,paragraph,False,False
structure,11.040000000000006,False,1,0.0,False,0.8484848484848485,False,6,paragraph,False,False
RFP: To Develop the Ontario Digital Library Business Plan March 2003 7777,7.560000000000002,True,12,-3.480000000000004,False,0.928030303030303,True,6,paragraph,False,False
Evaluation and Awarding of Contract,12.0,False,5,4.439999999999998,False,0.10858585858585859,False,7,H2,False,False
The contract will be awarded to the bidder whose submission offers the best value; the contract will,11.039999999999964,False,17,-0.9600000000000364,False,0.15656565656565657,True,7,paragraph,False,False
not necessarily be awarded to the lowest bidder. We reserve the right not to award the contract to,11.039999999999964,False,18,0.0,False,0.17297979797979798,True,7,paragraph,False,False
any of the bidders responding to this RFP and we may seek further response.,11.039999999999964,False,14,0.0,False,0.18813131313131312,True,7,paragraph,False,False
"Specifically, proposals will be evaluated proposals according to the following criteria:",11.039999999999964,False,11,0.0,False,0.2196969696969697,True,7,paragraph,False,False
Quality of the proposal /approach outlined for undertaking the business planning process,11.039999999999964,False,12,0.0,False,0.26641414141414144,True,7,paragraph,False,False
Demonstrated experience,11.039999999999964,False,2,0.0,False,0.2828282828282828,False,7,paragraph,False,False
"Cost, including expenses",11.039999999999964,False,3,0.0,False,0.29924242424242425,False,7,paragraph,False,False
Timeline and projected completion date,11.039999999999964,False,5,0.0,False,0.3143939393939394,False,7,paragraph,False,False
Other relevant factors as determined by the ODL Steering Committee,11.039999999999964,False,10,0.0,False,0.33207070707070707,True,7,paragraph,False,False
Questions regarding this RFP should be directed by e-mail only to Michael Ridley,11.039999999999964,False,13,0.0,False,0.36363636363636365,True,7,paragraph,False,False
(mridley@uoguelph.ca).,11.039999999999964,False,1,0.0,False,0.380050505050505,False,7,paragraph,False,False
Bidders are asked not to contact any other member of the ODL Catalyst Team or the ODL Steering,11.039999999999964,False,18,0.0,False,0.4116161616161616,True,7,paragraph,False,False
Committee.,11.039999999999964,False,1,0.0,False,0.42803030303030304,False,7,paragraph,True,False
RFP: To Develop the Ontario Digital Library Business Plan March 2003 8888,7.560000000000002,True,12,-3.4799999999999613,False,0.928030303030303,True,7,paragraph,False,False
Appendix A: ODL Envisioned Phases & Funding,12.0,False,7,4.439999999999998,False,0.1414141414141414,True,8,H2,False,False
Phase I: Business Planning,9.959999999999923,True,4,-2.0400000000000773,False,0.17803030303030304,False,8,H3,True,False
Timeline: March 2003 – September 2003,9.959999999999923,True,6,0.0,False,0.20707070707070707,False,8,paragraph,True,False
"Funding Requested: ~$100,000 jointly funded by stakeholder groups and the provincial government.",9.959999999999923,True,12,0.0,False,0.2222222222222222,True,8,paragraph,False,False
Result: The ODL business plan,9.959999999999923,True,5,0.0,False,0.25,False,8,paragraph,False,False
"The first phase will be to build the ODL business plan. This plan will clearly define the ODL’s services,",9.959999999999923,False,19,0.0,False,0.2803030303030303,True,8,paragraph,False,False
"funding and governance structures, as well as implementation plans for 2003-2005. It will also secure",9.959999999999923,False,15,0.0,False,0.29419191919191917,True,8,paragraph,False,False
the full commitment of all stakeholders and scope the operational plan for ODL for 2006 and beyond.,9.959999999999923,False,17,0.0,False,0.30934343434343436,True,8,paragraph,False,False
"Given the number and diversity of stakeholders involved, the business planning process must be a fully",9.959999999999923,False,16,0.0,False,0.3383838383838384,True,8,paragraph,False,False
consultative approach. To ensure that the planning results in a workable plan with the full commitment,9.95999999999998,False,16,5.684341886080802e-14,False,0.3522727272727273,True,8,paragraph,False,False
"of all stakeholders it must have competent, dedicated staffing and monies for the travel and",9.95999999999998,False,15,0.0,False,0.36742424242424243,True,8,paragraph,False,False
communication components so critical in a consultative process.,9.95999999999998,False,8,0.0,False,0.3813131313131313,False,8,paragraph,False,False
Phase II: Implementing and Transitioning,9.95999999999998,True,5,0.0,False,0.42424242424242425,False,8,H3,False,False
Timeline: April 2004 – December 2006,9.95999999999998,True,6,0.0,False,0.4532828282828283,False,8,paragraph,True,False
Funding Requested: Funding from other states and provinces suggest that the ODL could receive,9.95999999999998,True,14,0.0,False,0.4684343434343434,True,8,paragraph,False,False
"funding of up to $50 Million (over 3 years). Funding to be provided partnership of government, library",9.95999999999998,False,17,0.0,False,0.48358585858585856,True,8,paragraph,False,False
stakeholders and other interested parties.,9.95999999999998,False,5,0.0,False,0.49747474747474746,False,8,paragraph,False,False
Result: The ODL is implemented and validated,9.95999999999998,True,7,0.0,False,0.5265151515151515,False,8,paragraph,False,False
The second phase will be to implement the ODL based on the business plan. This phase recognizes,9.95999999999998,False,17,0.0,False,0.5555555555555556,True,8,paragraph,False,False
that for ODL to be optimally successful libraries must transition to a new way of doing business and,9.95999999999998,False,18,0.0,False,0.5707070707070707,True,8,paragraph,False,False
providing services. The transition must occur while libraries continue to provide existing services and,9.95999999999998,False,14,0.0,False,0.5845959595959596,True,8,paragraph,False,False
"respond to current challenges. This implementation phase will funded by a partnership of government,",9.95999999999998,False,14,0.0,False,0.5997474747474747,True,8,paragraph,False,False
library stakeholders and other interested parties as a means to quickly jumpstart the ODL.,9.95999999999998,False,14,0.0,False,0.6136363636363636,True,8,paragraph,False,False
The seed money requested will allow libraries to realign their budgets and services as the infrastructure,9.95999999999998,False,16,0.0,False,0.6426767676767676,True,8,paragraph,False,False
"and content of the ODL is created and secured. Some of the funding will be new money, although there",9.95999999999998,False,19,0.0,False,0.6578282828282829,True,8,paragraph,False,False
is every indication that existing budgets and methods of operating may be modified as a result of,9.95999999999998,False,17,0.0,False,0.6717171717171717,True,8,paragraph,False,False
"recommendations . During this phase the polices, procedures, governance structures and accountability",9.960000000000008,False,12,2.842170943040401e-14,False,0.6856060606060606,True,8,paragraph,False,False
"mechanisms of the ODL will be put in place. Pilot projects will be initiated, evaluated and expanded.",9.960000000000008,False,17,0.0,False,0.7007575757575758,True,8,paragraph,False,False
"Information resources will be identified, contracts for these resources will be negotiated and resources",9.960000000000008,False,14,0.0,False,0.7159090909090909,True,8,paragraph,False,False
will be made deployed through the ODL. Regular evaluation during this phase will ensure the ODL is,9.960000000000008,False,17,0.0,False,0.7297979797979798,True,8,paragraph,False,False
achieving its objectives and is accountable to its key communities.,9.960000000000008,False,10,0.0,False,0.7449494949494949,False,8,paragraph,False,False
Phase III: Operating and Growing the ODL,9.960000000000008,True,7,0.0,False,0.7727272727272727,False,8,H3,False,False
Timeline: January 2007 -,9.960000000000008,True,4,0.0,False,0.803030303030303,False,8,paragraph,True,False
Funding: $50 Million annually ($35 Million requested from government),9.960000000000008,True,9,0.0,False,0.8169191919191919,True,8,paragraph,False,False
Result: The ODL is fully operational and sustainable,9.960000000000008,True,8,0.0,False,0.8459595959595959,False,8,paragraph,False,False
In the third phase the ODL moves into the operational stage. Ontarians will experience the full benefits,9.960000000000008,False,17,0.0,False,0.875,True,8,paragraph,False,False
of the initiative and libraries will consolidate support around the ODL to grow resources and extend,9.960000000000008,False,16,0.0,False,0.8901515151515151,True,8,paragraph,False,False
RFP: To Develop the Ontario Digital Library Business Plan March 2003 9999,7.560000000000002,True,12,-2.4000000000000057,False,0.928030303030303,True,8,paragraph,False,False
capabilities. The challenge is to secure resources sufficient to both sustain the original investments and,9.959999999999923,False,15,2.3999999999999204,False,0.09217171717171717,True,9,paragraph,False,False
to enhance the ODL.,9.959999999999923,False,4,0.0,False,0.10732323232323232,False,9,paragraph,False,False
The ongoing funding of the ODL will be based on a partnership model involving all the key participants,9.959999999999923,False,18,0.0,False,0.13636363636363635,True,9,paragraph,False,False
"(i.e. government, libraries, donors, public and private sectors). All participants (i.e. beneficiaries) are",9.959999999999923,False,13,0.0,False,0.15025252525252525,True,9,paragraph,False,False
expected to make financial contributions to the ODL. It is important in achieving the full impact of the,9.959999999999923,False,18,0.0,False,0.16540404040404041,True,9,paragraph,False,False
"ODL on Ontario’s economy, society and learning support that all library sectors are participants",9.959999999999923,False,14,0.0,False,0.17929292929292928,True,9,paragraph,False,False
"(university, colleges, public libraries and schools).",9.959999999999923,False,6,0.0,False,0.19444444444444445,False,9,paragraph,False,False
"The proposed funding model requires a continuing government investment, but also recognizes that as",9.959999999999923,False,14,0.0,False,0.2159090909090909,True,9,paragraph,False,False
the ODL matures a growing share of ODL funding will come from libraries and non-governmental,9.959999999999923,False,15,0.0,False,0.23106060606060605,True,9,paragraph,False,False
sources. During the 3-year implementation phase (2004 – 2006) libraries will realign their budgets to,9.959999999999923,False,15,0.0,False,0.24494949494949494,True,9,paragraph,False,False
enable ongoing funding contributions to ODL. During the same period ODL must build the proposed,9.959999999999923,False,15,0.0,False,0.2601010101010101,True,9,paragraph,False,False
endowment and secure public and private sector gifts and/or in-kind contributions. The following chart,9.959999999999923,False,14,0.0,False,0.273989898989899,True,9,paragraph,False,False
outlines the model. This model is based on these assumptions:,9.959999999999923,False,10,0.0,False,0.28914141414141414,False,9,paragraph,False,False
1. that ODL expenditures will increase by 50% over a 10 year period,9.959999999999923,False,13,0.0,True,0.3106060606060606,True,9,paragraph,False,False
2. that government funding will decrease from 70% to 45% during that 10 year period,9.959999999999923,False,15,0.0,True,0.3333333333333333,True,9,paragraph,False,False
"3. that library contributions, endowment and gifts/in-kind funding will increase from 30% to 55%",9.95999999999998,False,14,5.684341886080802e-14,True,0.3547979797979798,True,9,paragraph,False,False
during the same period,9.95999999999998,False,4,0.0,False,0.369949494949495,False,9,paragraph,False,False
OVERVIEW OF ODL FUNDING MODEL,9.95999999999998,True,5,0.0,False,0.4065656565656566,True,9,paragraph,False,True
Funding Source 2007 2017,12.0,True,4,2.0400000000000205,False,0.4356060606060606,True,9,paragraph,True,False
Government $35M (70%) $33.75M (45%),9.95999999999998,False,5,-2.0400000000000205,False,0.45454545454545453,True,9,paragraph,True,False
Libraries $10M (20%) $22.5M (30%),9.95999999999998,False,5,0.0,False,0.4696969696969697,True,9,paragraph,True,False
Endowment $4.5M (9%) $15M (20%),9.95999999999998,False,5,0.0,False,0.48484848484848486,True,9,paragraph,True,False
Gifts/In-Kind $0.5M (1%) $3.75M (5%),9.95999999999998,False,5,0.0,False,0.5,True,9,paragraph,True,False
TOTAL ANNUAL,9.95999999999998,True,2,0.0,False,0.5138888888888888,False,9,paragraph,False,True
$50M $75M,9.95999999999998,False,2,0.0,False,0.5151515151515151,False,9,paragraph,False,True
"While the private sector will be invited to participate in the ODL through the endowment, gifts and in-",9.95999999999998,False,18,0.0,False,0.5593434343434344,True,9,paragraph,False,False
"kind contributions, the ODL will also explore compatible commercial services which leverage the reach",9.95999999999998,False,14,0.0,False,0.5732323232323232,True,9,paragraph,False,False
of the ODL and help to offset operating costs.,9.95999999999998,False,9,0.0,False,0.5883838383838383,False,9,paragraph,False,False
A $50M budget leverages the consortium buying power of the province’s libraries to secure the best,9.95999999999998,False,16,0.0,False,0.6174242424242424,True,9,paragraph,False,False
"prices for information resources, the widest accessibility and the most favourable contracts. A budget of",9.95999999999998,False,15,0.0,False,0.6313131313131313,True,9,paragraph,False,False
this nature will ensure a core digital collection of sufficient scope and coverage to address a substantial,9.95999999999998,False,17,0.0,False,0.6464646464646465,True,9,paragraph,False,False
amount of the wide and diverse information and learning needs of the citizens of Ontario (an overview,9.95999999999998,False,17,0.0,False,0.6603535353535354,True,9,paragraph,False,False
of the nature of the ODL digital collection is appended). The proposed ODL expenditures in 2006,9.960000000000008,False,16,2.842170943040401e-14,False,0.6755050505050505,True,9,paragraph,False,False
represent an investment of $5.00 per citizen.,9.960000000000008,True,7,0.0,False,0.6893939393939394,False,9,paragraph,False,False
It is important to recognize that every new dollar per citizen invested in the Ontario Digital Library has a,9.960000000000008,False,19,0.0,False,0.7184343434343434,True,9,paragraph,False,False
double benefit: it supports a province-wide library of high quality information resources and it,9.960000000000008,False,14,0.0,False,0.7335858585858586,True,9,paragraph,False,False
strengthens every local library in Ontario by allowing them to reinvest existing dollars in new resources,9.960000000000008,False,16,0.0,False,0.7474747474747475,True,9,paragraph,False,False
that enhance local services. This multiplier means that for every dollar invested in ODL the return,9.960000000000008,False,16,0.0,False,0.7626262626262627,True,9,paragraph,False,False
on investment is worth $2 of value for Ontario.,9.960000000000008,True,9,0.0,False,0.7765151515151515,False,9,paragraph,False,False
RFP: To Develop the Ontario Digital Library Business Plan March 2003 11110000,7.560000000000002,True,12,-2.4000000000000057,False,0.928030303030303,True,9,paragraph,False,False
Appendix B: ODL Steering Committee Terms of Reference,12.0,False,8,4.439999999999998,False,0.12247474747474747,True,10,H2,False,False
1. Preamble,9.959999999999923,True,2,-2.0400000000000773,True,0.17424242424242425,False,10,H3,True,False
Implementation of the Ontario Digital Library (ODL) requires a detailed business plan to be developed,9.959999999999923,False,15,0.0,False,0.2032828282828283,True,10,paragraph,False,False
and supported by its diverse stakeholder communities (see: www.odl.on.ca). The business,9.959999999999923,False,11,0.0,False,0.21843434343434343,True,10,paragraph,False,False
"development planning and commitment process will be overseen by a Steering Committee, who are",9.959999999999923,False,14,0.0,False,0.23232323232323232,True,10,paragraph,False,False
accountable to potential ODL funders including the Province of Ontario.,9.959999999999923,False,10,0.0,False,0.2474747474747475,True,10,paragraph,False,False
2. Terms of Reference,9.959999999999923,True,4,0.0,True,0.27525252525252525,False,10,H3,False,False
"In broad terms, the ODL Business Plan Steering Committee is responsible for development of the",9.959999999999923,False,15,0.0,False,0.3055555555555556,True,10,paragraph,False,False
"business plan, securing sector support, and management of the planners and process. Specific",9.959999999999923,False,13,0.0,False,0.3194444444444444,True,10,paragraph,False,False
responsibilities include:,9.959999999999923,False,2,0.0,False,0.3345959595959596,False,10,paragraph,False,False
"2.1 developing a detailed business plan for the three-year implementation phase of the ODL, including",9.95999999999998,False,15,5.684341886080802e-14,False,0.36363636363636365,True,10,paragraph,False,False
"governance, management, funding model and structure, organizational structure, marketing,",9.95999999999998,False,9,0.0,False,0.37752525252525254,True,10,paragraph,False,False
"staffing, and evaluation;",9.95999999999998,False,3,0.0,False,0.3926767676767677,False,10,paragraph,False,False
"2.2 consulting with and reporting to stakeholder communities, to ensure open, consistent and two-way",9.95999999999998,False,14,0.0,False,0.4065656565656566,True,10,paragraph,False,False
"communication, and to ensure meaningful opportunities for stakeholder input into decision-",9.95999999999998,False,11,0.0,False,0.4217171717171717,True,10,paragraph,False,False
making;,9.95999999999998,False,1,0.0,False,0.4356060606060606,False,10,paragraph,False,False
2.3 recruiting and managing the business planner(s);,9.95999999999998,False,7,0.0,False,0.45075757575757575,False,10,paragraph,False,False
"2.4 defining terms of reference and resource parameters for business planner(s), and authorizing",9.95999999999998,False,13,0.0,False,0.46464646464646464,True,10,paragraph,False,False
expenditures;,9.95999999999998,False,1,0.0,False,0.4797979797979798,False,10,paragraph,False,False
2.5 serving as a focus group for business planner(s) to test ideas;,9.95999999999998,False,12,0.0,False,0.4936868686868687,True,10,paragraph,False,False
2.6 providing signoff for business planner(s) at key decision points of business plan development;,9.95999999999998,False,14,0.0,False,0.5088383838383839,True,10,paragraph,False,False
"2.7 securing commitment from library, government, and institutional stakeholders for implementation",9.95999999999998,False,11,0.0,False,0.5227272727272727,True,10,paragraph,False,False
of the business plan;,9.95999999999998,False,4,0.0,False,0.5378787878787878,False,10,paragraph,False,False
2.8 presenting the business plan to funders,9.95999999999998,False,7,0.0,False,0.5517676767676768,False,10,paragraph,False,False
2.9 undertaking advocacy efforts to promote the ODL to the broader communities including library,9.95999999999998,False,14,0.0,False,0.5669191919191919,True,10,paragraph,False,False
and education communities.,9.95999999999998,False,3,0.0,False,0.5808080808080808,False,10,paragraph,False,False
3. Membership,9.95999999999998,True,2,0.0,True,0.6098484848484849,False,10,H3,True,False
"Each of the four sectors, Schools, Colleges, Universities, and Public Libraries can appoint up to two",9.95999999999998,False,16,0.0,False,0.6388888888888888,True,10,paragraph,False,False
representatives to the steering committee,9.95999999999998,False,5,0.0,False,0.6540404040404041,False,10,paragraph,False,False
3.1 Schools:,9.960000000000008,False,2,2.842170943040401e-14,False,0.6830808080808081,False,10,paragraph,True,False
- Ontario School Library Association (OSLA) and The Association of Library Consultants and,9.960000000000008,False,13,0.0,False,0.696969696969697,True,10,paragraph,False,False
Coordinators of Ontario (TALCO) ( Executive Council of OSLA to name representative in,9.960000000000008,False,13,0.0,False,0.7108585858585859,True,10,paragraph,False,False
consultation with TALCO ),9.960000000000008,False,4,0.0,False,0.726010101010101,False,10,paragraph,False,False
3.2 Universities:,9.960000000000008,False,2,0.0,False,0.7411616161616161,False,10,paragraph,True,False
- Ontario Council of University Libraries (OCUL) ( OCUL to name ),9.960000000000008,False,12,0.0,False,0.7550505050505051,True,10,paragraph,False,False
3.3 Colleges:,9.960000000000008,False,2,0.0,False,0.7702020202020202,False,10,paragraph,True,False
"- Bibliocentre, and Heads of Libraries and Learning Resources (UAG and HLLR to name )",9.960000000000008,False,15,0.0,False,0.7840909090909091,True,10,paragraph,False,False
3.4 Public libraries:,9.960000000000008,False,3,0.0,False,0.7992424242424242,False,10,paragraph,False,False
"- Administrators of Medium-sized Public Libraries of Ontario (AMPLO), Administrators of Rural",9.960000000000008,False,12,0.0,False,0.8131313131313131,True,10,paragraph,False,False
"Urban Public Libraries of Ontario (ARUPLO), Administrators of Small Public Libraries of",9.960000000000008,False,12,0.0,False,0.8282828282828283,True,10,paragraph,False,False
Ontario (ASPLO) and Chief Executives of Large-sized Public Libraries of Ontario (CELPLO),9.960000000000008,False,12,0.0,False,0.8421717171717171,True,10,paragraph,False,False
"( Executives of AMPLO, ARUPLO, ASPLO and CELPLO to name )",9.960000000000008,False,11,0.0,False,0.8573232323232324,True,10,paragraph,False,False
RFP: To Develop the Ontario Digital Library Business Plan March 2003 11111111,7.560000000000002,True,12,-2.4000000000000057,False,0.928030303030303,True,10,paragraph,False,False
3.5 Ontario Library Association representative (ex-officio) ( OLA to appoint one representative ),9.959999999999923,False,13,2.3999999999999204,False,0.09217171717171717,True,11,paragraph,False,False
- Role of the OLA ex-officio member: To act as a liaison between the steering committee and,9.959999999999923,False,17,0.0,False,0.10732323232323232,True,11,paragraph,False,False
"the OLA Board, and to assist the chair with the administrative responsibilities connected with",9.959999999999923,False,14,0.0,False,0.12121212121212122,True,11,paragraph,False,False
"the preparation of the business plan, finance, and communications.",9.959999999999923,False,9,0.0,False,0.13636363636363635,True,11,paragraph,False,False
"3.6 It is anticipated that as planning for the ODL evolves, the Steering Committee may, at its",9.959999999999923,False,17,0.0,False,0.16540404040404041,True,11,paragraph,False,False
"discretion, call on invited experts to advise on issues as required.",9.959999999999923,False,11,0.0,False,0.17929292929292928,True,11,paragraph,False,False
4. Appointment Criteria and Process,9.959999999999923,True,5,0.0,True,0.20833333333333334,False,11,H3,False,False
4.1 Groups and organizations named in Section 3 above are responsible for appointing up to two,9.959999999999923,False,16,0.0,False,0.23863636363636365,True,11,paragraph,False,False
representatives to the Steering Committee.,9.959999999999923,False,5,0.0,False,0.2537878787878788,False,11,paragraph,False,False
4.2 Desired characteristics for steering committee appointees include:,9.959999999999923,False,8,0.0,False,0.2840909090909091,True,11,paragraph,False,False
•,9.960000000000036,False,1,1.1368683772161603e-13,False,0.31186868686868685,False,11,paragraph,False,False
Strategic thinkers;,9.959999999999923,False,2,-1.1368683772161603e-13,False,0.3143939393939394,False,11,paragraph,False,False
•,9.960000000000036,False,1,1.1368683772161603e-13,False,0.32702020202020204,False,11,paragraph,False,False
Committed to the concept of multi-sector partnerships;,9.959999999999923,False,7,-1.1368683772161603e-13,False,0.32954545454545453,True,11,paragraph,False,False
•,9.95999999999998,False,1,5.684341886080802e-14,False,0.3421717171717172,False,11,paragraph,False,False
Knowledgeable about digital libraries and resources;,9.960000000000036,False,6,5.684341886080802e-14,False,0.3446969696969697,True,11,paragraph,False,False
•,9.95999999999998,False,1,-5.684341886080802e-14,False,0.35858585858585856,False,11,paragraph,False,False
Knowledgeable about government structures;,9.95999999999998,False,4,0.0,False,0.3611111111111111,False,11,paragraph,False,False
•,9.95999999999998,False,1,0.0,False,0.37373737373737376,False,11,paragraph,False,False
Respected by their communities; influential;,9.95999999999998,False,5,0.0,False,0.37626262626262624,False,11,paragraph,False,False
•,9.95999999999998,False,1,0.0,False,0.3888888888888889,False,11,paragraph,False,False
Able to take a consultative approach;,9.95999999999998,False,6,0.0,False,0.39141414141414144,False,11,paragraph,False,False
•,12.0,False,1,2.0400000000000205,False,0.40404040404040403,False,11,paragraph,False,False
Able to devote time to Steering Committee business: approximately one day per month for,9.95999999999998,False,14,-2.0400000000000205,False,0.4090909090909091,True,11,paragraph,False,False
.,12.0,False,1,2.0400000000000205,False,0.42424242424242425,False,11,paragraph,False,False
meetings plus 2-3 working days per month on related activities,9.95999999999998,False,10,-2.0400000000000205,False,0.4255050505050505,True,11,paragraph,False,False
5. Term,9.95999999999998,True,2,0.0,True,0.45580808080808083,False,11,H3,True,False
Expected term on the Steering Committee is the time required to complete development of the,9.95999999999998,False,15,0.0,False,0.48484848484848486,True,11,paragraph,False,False
business plan plus two months. This process is expected to take approximately 6 months.,9.95999999999998,False,14,0.0,False,0.49873737373737376,True,11,paragraph,False,False
6. Chair,9.95999999999998,True,2,0.0,True,0.5277777777777778,False,11,H3,True,False
Chair will be appointed by the Board of the Ontario Library Association.,9.95999999999998,False,12,0.0,False,0.5568181818181818,True,11,paragraph,False,False
Role of the Chair:,9.95999999999998,False,4,0.0,False,0.5896464646464646,False,11,paragraph,False,False
In addition to the characteristics for appointees (4.2) the role of the chair will be as a process agent,9.95999999999998,False,19,0.0,False,0.6186868686868687,True,11,paragraph,False,False
"working with the selected consultant(s), OLA, and the Steering Committee to prepare the business",9.95999999999998,False,14,0.0,False,0.6325757575757576,True,11,paragraph,False,False
plan. The chair must be able to devote 5-8 days per month on activities related to the preparation of,9.95999999999998,False,19,0.0,False,0.6477272727272727,True,11,paragraph,False,False
"the business plan, and communications to stakeholders, funders, and government.",9.95999999999998,False,10,0.0,False,0.6616161616161617,True,11,paragraph,False,False
7. Meetings,9.960000000000008,True,2,2.842170943040401e-14,True,0.6906565656565656,False,11,H3,True,False
It is expected that in person meetings are held once per month and the majority of business will be,9.960000000000008,False,19,0.0,False,0.7196969696969697,True,11,paragraph,False,False
"conducted by e-mail, and teleconference.",9.960000000000008,False,5,0.0,False,0.7348484848484849,False,11,paragraph,False,False
8. Lines of Accountability and Communication,9.960000000000008,True,6,0.0,True,0.7638888888888888,False,11,H3,False,False
"8.1 The Steering Committee is accountable to the Province of Ontario, and to its business plan",9.960000000000008,False,16,0.0,False,0.7929292929292929,True,11,paragraph,False,False
funders.,9.960000000000008,False,1,0.0,False,0.8068181818181818,False,11,paragraph,False,False
8.2 The role of the Ontario Library Association is to assume responsibility for funds contributed by the,9.959999999999994,False,17,-1.4210854715202004e-14,False,0.8358585858585859,True,11,paragraph,False,False
"ODL funders to finance the business plan, to hold the funds in a separate account, and",9.960000000000008,False,16,1.4210854715202004e-14,False,0.851010101010101,True,11,paragraph,False,False
disperse them for purposes as directed by the Steering Committee. OLA will provide,9.960000000000008,False,13,0.0,False,0.86489898989899,True,11,paragraph,False,False
financial reports to the Steering Committee as requested and shall comply with all,9.960000000000008,False,13,0.0,False,0.8800505050505051,True,11,paragraph,False,False
government reporting regulations for funds received.,9.960000000000008,False,6,0.0,False,0.8939393939393939,True,11,paragraph,False,False
RFP: To Develop the Ontario Digital Library Business Plan March 2003 11112222,7.560000000000002,True,12,-2.4000000000000057,False,0.928030303030303,True,11,paragraph,False,False
8.3 The Steering Committee is accountable to its constituent groups and other stakeholders for,9.959999999999923,False,14,2.3999999999999204,False,0.10732323232323232,True,12,paragraph,False,False
ongoing communications and consultation on issues and progress. The Steering committee,9.959999999999923,False,11,0.0,False,0.12121212121212122,True,12,paragraph,False,False
is responsible for strong liaison with government particularly the Chief Information Officer,9.959999999999923,False,12,0.0,False,0.13636363636363635,True,12,paragraph,False,False
"Community Services Cluster, ADM’s and Deputy Ministers.",9.959999999999923,False,7,0.0,False,0.15025252525252525,True,12,paragraph,False,False
9. Financial and Administrative Policies,9.959999999999923,True,5,0.0,True,0.17929292929292928,False,12,H3,False,False
9.1 Service on the Steering Committee is non-remunerative,9.959999999999923,False,8,0.0,False,0.20833333333333334,False,12,paragraph,False,False
