text,font_size,is_bold,x_position,word_count,size_diff_from_prev,starts_with_numbering,page_num,label
" The tester should know the differences between iteration and release planning, and how a tester",9.959999999999994,False,88.94172,16,0.0,False,9,paragraph
adds value in each of these activities.,9.959999999999994,False,106.93944,7,0.0,False,9,paragraph
"Version 2014 Page 10 of 12 May 31, 2014",9.96,False,76.58136,9,7.105427357601002e-15,False,9,paragraph
© International Software Testing Qualifications Board,6.0,False,76.584,6,-3.960000000000001,False,9,paragraph
International,9.960000000000036,False,447.91,1,3.9600000000000364,False,10,paragraph
Overview,12.0,False,74.424,1,2.0399999999999636,False,10,paragraph
Software Testing,9.960000000000036,False,437.95,2,-2.0399999999999636,False,10,paragraph
Foundation Level Extension – Agile Tester,9.960000000000036,False,74.424,6,0.0,False,10,paragraph
Qualifications Board,9.960000000000036,False,430.75,2,0.0,False,10,paragraph
"Chapter 2: Fundamental Agile Testing Principles, Practices, and Processes",9.960000000000036,False,70.944,9,0.0,False,10,paragraph
 The tester should be able to describe the differences between testing activities in Agile projects,9.959999999999923,False,88.94172,16,-1.1368683772161603e-13,False,10,paragraph
and non-Agile projects.,9.960000000000036,False,106.93944,3,1.1368683772161603e-13,False,10,paragraph
 The tester should be able to describe how development and testing activities are integrated in,9.959999999999923,False,88.94172,16,-1.1368683772161603e-13,False,10,paragraph
Agile projects.,9.960000000000036,False,106.93944,2,1.1368683772161603e-13,False,10,paragraph
 The tester should be able to describe the role of independent testing in Agile projects.,9.959999999999923,False,88.94172,16,-1.1368683772161603e-13,False,10,paragraph
 The tester should be able to describe the tools and techniques used to communicate the status of,9.959999999999923,False,88.94172,18,0.0,False,10,paragraph
"testing in an Agile project, including test progress and product quality.",9.960000000000036,False,106.93944,11,1.1368683772161603e-13,False,10,paragraph
 The tester should be able to describe the process of evolving tests across multiple iterations and,9.959999999999923,False,88.94172,17,-1.1368683772161603e-13,False,10,paragraph
explain why test automation is important to manage regression risk in Agile projects.,9.960000000000036,False,106.93944,13,1.1368683772161603e-13,False,10,paragraph
" The tester should understand the skills (people, domain, and testing) of a tester in an Agile team.",9.959999999999923,False,88.94172,18,-1.1368683772161603e-13,False,10,paragraph
 The tester should be able to understand the role of a tester within an Agile team.,9.959999999999923,False,88.94172,17,0.0,False,10,paragraph
"Chapter 3: Agile Testing Methods, Techniques, and Tools",9.960000000000036,False,70.944,8,1.1368683772161603e-13,False,10,paragraph
"The tester should be able to recall the concepts of test-driven development, acceptance test-",9.960000000000036,False,106.34184,14,0.0,False,10,paragraph
,9.960000000000036,False,88.94172,1,0.0,False,10,paragraph
"driven development, and behavior-driven development.",9.95999999999998,False,106.93944,5,-5.684341886080802e-14,False,10,paragraph
 The tester should be able to recall the concepts of the test pyramid.,9.960000000000036,False,88.94172,14,5.684341886080802e-14,False,10,paragraph
 The tester should be able to summarize the testing quadrants and their relationships with testing,9.960000000000036,False,88.94172,16,0.0,False,10,paragraph
levels and testing types.,9.95999999999998,False,106.93944,4,-5.684341886080802e-14,False,10,paragraph
" For a given Agile project, the tester should be able to work as a tester in a Scrum team.",9.960000000000036,False,88.94172,20,5.684341886080802e-14,False,10,paragraph
 The tester should be able to assess quality risks within an Agile project.,9.960000000000036,False,88.94172,14,0.0,False,10,paragraph
 The tester should be able to estimate testing effort based on iteration content and quality risks.,9.960000000000036,False,88.94172,17,0.0,False,10,paragraph
 The tester should be able to interpret relevant information to support testing activities.,9.960000000000036,False,88.94172,14,0.0,False,10,paragraph
 The tester should be able to explain to business stakeholders how to define testable acceptance,9.960000000000036,False,88.94172,16,0.0,False,10,paragraph
criteria.,9.95999999999998,False,106.93944,1,-5.684341886080802e-14,False,10,paragraph
" Given a user story, the tester should be able to write acceptance test-driven development test",9.960000000000036,False,88.94172,16,5.684341886080802e-14,False,10,paragraph
cases.,9.95999999999998,False,106.93944,1,-5.684341886080802e-14,False,10,paragraph
" For both functional and non-functional behavior, the tester should be able to write test cases using",9.960000000000036,False,88.94172,17,5.684341886080802e-14,False,10,paragraph
black box test design techniques based on given user stories.,9.95999999999998,False,106.93944,10,-5.684341886080802e-14,False,10,paragraph
 The tester should be able to perform exploratory testing to support the testing of an Agile project.,9.960000000000036,False,88.94172,18,5.684341886080802e-14,False,10,paragraph
 The tester should be able to recall different tools available to testers according to their purpose,9.960000000000036,False,88.94172,17,0.0,False,10,paragraph
and to activities in Agile projects.,9.95999999999998,False,106.93944,6,-5.684341886080802e-14,False,10,paragraph
"Version 2014 Page 11 of 12 May 31, 2014",9.96,False,76.58136,9,2.1316282072803006e-14,False,10,paragraph
© International Software Testing Qualifications Board,6.0,False,76.584,6,-3.960000000000001,False,10,paragraph
International,9.960000000000036,False,447.91,1,3.9600000000000364,False,11,paragraph
Overview,12.0,False,74.424,1,2.0399999999999636,False,11,paragraph
Software Testing,9.960000000000036,False,437.95,2,-2.0399999999999636,False,11,paragraph
Foundation Level Extension – Agile Tester,9.960000000000036,False,74.424,6,0.0,False,11,paragraph
Qualifications Board,9.960000000000036,False,430.75,2,0.0,False,11,paragraph
4. References,15.960000000000036,False,70.944,2,6.0,True,11,H1
4.1 Trademarks,14.040000000000077,False,70.944,2,-1.919999999999959,True,11,H2
The following registered trademarks and service marks are used in this document:,9.960000000000036,False,70.944,12,-4.080000000000041,False,11,paragraph
®,6.480000000000018,False,100.94,1,-3.480000000000018,False,11,paragraph
ISTQB is a registered trademark of the International Software Testing Qualifications Board,9.960000000000036,False,70.944,12,3.480000000000018,False,11,paragraph
4.2 Documents and Web Sites,14.040000000000077,False,70.944,5,4.080000000000041,True,11,H2
Identifier Reference,9.95999999999998,True,76.344,2,-4.080000000000098,False,11,paragraph
[ISTQB-Web] Web site of the International Software Testing Qualifications Board. Refer,9.95999999999998,False,76.344,11,0.0,False,11,paragraph
to this website for the latest ISTQB Glossary and Syllabi. (www.istqb.org),9.95999999999998,False,193.34,11,0.0,False,11,paragraph
"Version 2014 Page 12 of 12 May 31, 2014",9.960000000000008,False,76.584,9,2.842170943040401e-14,False,11,paragraph
© International Software Testing Qualifications Board,6.0,False,76.584,6,-3.960000000000008,False,11,paragraph
Ontario’s Libraries,15.960000000000036,False,95.4406,2,15.960000000000036,False,0,paragraph
Working Together,15.960000000000036,False,95.4406,2,0.0,False,0,paragraph
RRRRFFFFPPPP:::: RRRReeeeqqqquuuueeeesssstttt ffffoooorrrr PPPPrrrrooooppppoooossssaaaallll,32.039999999999964,False,90.0243,4,16.079999999999927,False,0,paragraph
To Present a Proposal for Developing,24.0,False,131.8006,6,-8.039999999999964,False,0,paragraph
the Business Plan for the Ontario,24.000000000000057,False,131.8006,6,5.684341886080802e-14,False,0,paragraph
Digital Library,24.0,False,131.8006,2,-5.684341886080802e-14,False,0,paragraph
"March 21, 2003",20.039999999999964,False,238.2406,3,-3.9600000000000364,False,0,paragraph
"The Ontario Digital Library will make Ontario a better place to study, work and live by ensuring that",9.959999999999994,False,91.6651602,18,-10.07999999999997,False,0,paragraph
all Ontario citizens have access to the knowledge and learning supports needed to be life-long,9.959999999999994,False,91.66511580000001,15,0.0,False,0,paragraph
learners and effective contributors towards Ontario’s prosperity.,9.959999999999994,False,91.66507140000002,7,0.0,False,0,paragraph
Ontario’s Digital Library,20.039999999999964,False,90.0406,3,10.07999999999997,False,1,H1
A Critical Component for Implementing Ontario’s Road Map to,15.960000000000036,False,90.0406,9,-4.079999999999927,False,1,paragraph
Prosperity Strategy,15.960000000000036,False,90.0406,2,0.0,False,1,paragraph
Summary,12.0,False,96.0406,1,-3.9600000000000364,False,1,H2
The purpose of this Request for Proposal ( RFP ) is to invite firms and/or consultants to,11.039999999999964,False,96.0406,17,-0.9600000000000364,False,1,paragraph
present a proposal for developing the business plan for the Ontario Digital Library (ODL).,11.039999999999964,False,96.04059999999998,14,0.0,False,1,paragraph
The ODL will deliver high-quality library electronic content to all Ontario residents in order to,11.039999999999964,False,96.04059999999998,15,0.0,False,1,paragraph
"assist people as they learn, work, and enhance their quality of life. The business plan to be",11.039999999999964,False,96.04059999999998,17,0.0,False,1,paragraph
developed is to document and clearly communicate:,11.039999999999964,False,96.04059999999998,7,0.0,False,1,paragraph
"how the ODL will be implemented, including the timeline",11.039999999999964,False,132.04204,9,0.0,False,1,paragraph
the financial plan for the implementation,11.039999999999964,False,132.04204,6,0.0,False,1,paragraph
"the financial plan for the first 2 operating years, including capital and operating costs,",11.039999999999964,False,132.04204,14,0.0,False,1,paragraph
"revenues, etc.",11.039999999999964,False,132.63819999999998,2,0.0,False,1,paragraph
a financial forecast for the succeeding 2 operating years,11.039999999999964,False,132.042,9,0.0,False,1,paragraph
the services and products to be delivered by the ODL,11.039999999999964,False,132.042,10,0.0,False,1,paragraph
how the ODL will operate and be managed following the implementation,11.039999999999964,False,132.042,11,0.0,False,1,paragraph
"who will be involved, and what their role/responsibility will be, for both the",11.039999999999964,False,132.042,13,0.0,False,1,paragraph
implementation and operational stages,11.039999999999964,False,132.63816,4,0.0,False,1,paragraph
the marketing and communications plan for the ODL,11.039999999999964,False,132.042,8,0.0,False,1,paragraph
This business plan must be completed and approved by the ODL Steering Committee no,11.039999999999964,False,96.04056,14,0.0,False,1,paragraph
"later than September 30, 2003",11.039999999999964,False,96.04060000000001,5,0.0,False,1,paragraph
Timeline:,11.039999999999964,False,96.04060000000001,1,0.0,False,1,H3
Those firms/consultants intended to submit a proposal to this RFP must indicate their,11.039999999999964,False,96.04060000000001,13,0.0,False,1,paragraph
th,6.960000000000036,True,481.0006,1,-4.079999999999927,False,1,paragraph
intention to do so in an e-mail to Michael Ridley (mridley@uoguelph.ca) by April 11 .,11.039999999999964,False,96.04060000000001,15,4.079999999999927,False,1,paragraph
"Proposals may be e-mailed, mailed, couriered or faxed to: Larry Moore",11.039999999999992,False,96.04108000000008,11,2.842170943040401e-14,False,1,paragraph
"(lmoore@accessola.com), Executive Director, The Ontario Library Association,",11.039999999999992,False,96.04108000000008,7,0.0,False,1,paragraph
100 Lombard,9.960000000000008,False,463.3606,2,-1.079999999999984,True,1,paragraph
"Proposals must be received by Noon on Monday,",11.039999999999992,False,269.0806,8,1.079999999999984,False,1,paragraph
"St., Suite 303, Toronto, ON M5C 1M3.",9.960000000000008,False,96.04575999999997,7,-1.079999999999984,False,1,paragraph
"April 21, 2003.",11.039999999999992,True,96.03964000000002,3,1.079999999999984,False,1,paragraph
Those proposals that are short-listed will be invited to discuss their proposal during the week,11.039999999999992,False,96.03964000000002,15,0.0,False,1,paragraph
"of April 28, 2003 . No presentation will be expected. Firms or consultants invited to an",11.039999999999992,False,96.03964000000002,16,0.0,False,1,paragraph
interview will be expected to discuss the project and their approach with the selection,11.039999999999992,False,96.03964,14,0.0,False,1,paragraph
committee .,11.039999999999992,False,96.03964,2,0.0,False,1,paragraph
"Contracts with the firm/consultant will be signed the week of May 5, 2003 with the work to",11.040000000000006,False,96.03963999999999,17,1.4210854715202004e-14,False,1,paragraph
commence as soon as possible thereafter.,11.040000000000006,False,96.05067999999994,6,0.0,False,1,paragraph
RFP: To Develop the Ontario Digital Library Business Plan March 2003 2222,7.560000000000002,True,90.0406,12,-3.480000000000004,False,1,paragraph
Please note that we reserve the right not to select any of the submitted proposals and may,11.039999999999964,False,96.0406,17,3.4799999999999613,False,2,paragraph
seek further response to these Terms of Reference.,11.039999999999964,False,96.0406,8,0.0,False,2,paragraph
"If you require further information or have any questions, please contact Michael Ridley by e-",11.039999999999964,False,96.0406,15,0.0,False,2,paragraph
mail (mridley@uoguelph.ca) only by 3:00 p.m. on Friday April 18th . All questions and,11.039999999999964,False,96.0406,14,0.0,False,2,paragraph
responses will be shared with those who have indicated that they will be submitting a,11.039999999999964,False,96.01852000000002,15,0.0,False,2,paragraph
"proposal. Please note, that firms/consultants who have not indicated in an e-mail to Michael",11.039999999999964,False,96.01852000000002,14,0.0,False,2,paragraph
th,6.960000000000036,False,184.9606,1,-4.079999999999927,False,2,paragraph
Ridley by April 11 that they will be submitting a proposal will not receive any further,11.039999999999964,False,96.01852000000002,16,4.079999999999927,False,2,paragraph
information or question responses.,11.039999999999964,False,96.03628000000002,4,0.0,False,2,paragraph
Background,12.0,False,96.0406,1,0.9600000000000364,False,2,H2
"First, some background on the ODL. For the last two years the Ontario Library Association",11.039999999999964,False,90.0406,15,-0.9600000000000364,False,2,paragraph
"has acted as a catalyst, bringing together the stakeholders needed to create the Ontario",11.039999999999964,False,90.0406,14,0.0,False,2,paragraph
"Digital Library (ODL). These stakeholders include Ontario’s 5000+ public libraries, university,",11.039999999999964,False,90.0406,11,0.0,False,2,paragraph
"college, and school libraries, as well as Ontario government ministries.",11.039999999999964,False,90.0406,10,0.0,False,2,paragraph
Libraries that serve very different clientele recognize that by working together they can create,11.039999999999964,False,90.0406,14,0.0,False,2,paragraph
"seamless access to quality electronic library services. Through the ODL, students will be",11.039999999999964,False,90.0406,13,0.0,False,2,paragraph
"able to explore a topic at school, use the same child-safe resources after school (either at",11.039999999999964,False,90.0406,16,0.0,False,2,paragraph
"home or at a public library), enter college or university with a knowledge of how to use",11.039999999999964,False,90.0406,17,0.0,False,2,paragraph
"electronic resources that are still available and then, after graduation, continue to use these",11.039999999999964,False,90.0406,14,0.0,False,2,paragraph
skills and resources at work or at home.,11.039999999999964,False,90.0406,8,0.0,False,2,paragraph
We are moving into a period of convergence. With convergence we no longer have to license,11.039999999999964,False,90.0406,16,0.0,False,2,paragraph
commercial products as individual libraries or institutions. We can work together to spend our,11.039999999999964,False,90.0406,14,0.0,False,2,paragraph
money wisely. The provincial government has made this possible by working hard to provide,11.039999999999964,False,90.0406,14,0.0,False,2,paragraph
"all Ontarians with a stable, high-speed communications infrastructure. While there is still a",11.039999999999964,False,90.0406,13,0.0,False,2,paragraph
"great deal of work needed to improve this infrastructure, libraries are beginning to plan how",11.039999999999964,False,90.0406,15,0.0,False,2,paragraph
best to exploit communications technology. We can reduce barriers to access and create the,11.039999999999964,False,90.0406,14,0.0,False,2,paragraph
content infrastructure needed to support a knowledge society.,11.039999999999964,False,90.0406,8,0.0,False,2,paragraph
"The concept of an ODL is a key element in The Roadmap to Prosperity , a strategic plan to",11.039999999999964,False,90.0406,19,0.0,False,2,paragraph
envision and attain Ontario’s economic goal prepared by the Ontario Jobs and Investment,11.039999999999964,False,90.04060000000004,13,0.0,False,2,paragraph
Board. The OJIB strategic plan recommends an electronic library to “connect students to new,11.039999999999964,False,90.04060000000004,14,0.0,False,2,paragraph
"workplaces, new sources of information and applied learning opportunities”. The ODL will do",11.039999999999992,False,90.04060000000004,13,2.842170943040401e-14,False,2,paragraph
"that and much more. The ODL will connect students to electronic information, and will also",11.039999999999992,False,90.04060000000004,15,0.0,False,2,paragraph
leverage this investment to help connect all citizens to the electronic information they need as,11.039999999999992,False,90.04060000000004,15,0.0,False,2,paragraph
"they make decisions, solve problems and enhance their quality of life.",11.039999999999992,False,90.04060000000004,11,0.0,False,2,paragraph
Libraries have long been a key delivery point for public services. The ODL will allow that,11.039999999999992,False,90.04060000000004,16,0.0,False,2,paragraph
"delivery point to move closer to citizens, into the smallest of libraries and even into living",11.039999999999992,False,90.04060000000004,16,0.0,False,2,paragraph
rooms.,11.039999999999992,False,90.04060000000004,1,0.0,False,2,paragraph
"Libraries have a long tradition of using a practical, consultative approach to solving problems,",11.039999999999992,False,90.04060000000004,14,0.0,False,2,paragraph
and of learning from others. The ODL is a very practical solution to various problems.,11.040000000000006,False,90.04060000000004,15,1.4210854715202004e-14,False,2,paragraph
Jurisdiction-wide digital libraries are very practical and very real. The ODL we propose is,11.040000000000006,False,90.04060000000004,14,0.0,False,2,paragraph
leading edge for Ontario but several jurisdictions have forged the path with collaborative,11.040000000000006,False,90.04060000000004,13,0.0,False,2,paragraph
"digital libraries. We can learn from their experiences. For example, The Alberta Library (TAL)",11.040000000000006,False,90.04060000000004,14,0.0,False,2,paragraph
RFP: To Develop the Ontario Digital Library Business Plan March 2003 3333,7.560000000000002,True,90.0406,12,-3.480000000000004,False,2,paragraph
was incorporated in 1997 as a province-wide library consortium. TAL works collaboratively,11.039999999999964,False,90.0328,12,3.4799999999999613,False,3,paragraph
with its members to promote universal access to materials and resources in more than 250,11.039999999999964,False,90.03276000000001,15,0.0,False,3,paragraph
"public, post-secondary, special, government and regional libraries. Unlike ODL, TAL does",11.039999999999964,False,90.03276000000001,11,0.0,False,3,paragraph
"not include elementary or secondary schools. However, the timeline and funding we are",11.039999999999964,False,90.03276000000001,13,0.0,False,3,paragraph
proposing for ODL is comparable to TAL‘s experience. TAL’s business planning took several,11.039999999999964,False,90.03276000000001,13,0.0,False,3,paragraph
years. TAL’s implementation plan was supported by 8 million dollars in provincially shared,11.039999999999964,False,90.03276000000001,13,0.0,False,3,paragraph
"funding, spread over three years, later revised to 15 million dollars over 4 years. Not only is",11.039999999999964,False,90.03276000000001,17,0.0,False,3,paragraph
"Alberta’s population 30% of Ontario’s, TAL does not include elementary or secondary",11.039999999999964,False,90.03276000000001,12,0.0,False,3,paragraph
schools as partners; it has 250 member libraries. ODL envisions universal access for all,11.039999999999964,False,90.03276000000001,14,0.0,False,3,paragraph
"10,000,000 Ontarians, with more than 5000 Ontario libraries as partners. Although ODL can",11.039999999999964,False,90.03276000000001,13,0.0,True,3,paragraph
"learn from TAL’s practices, the scope of planning and implementing ODL is much larger than",11.039999999999964,False,90.03276000000001,15,0.0,False,3,paragraph
TAL.,11.039999999999964,False,90.03276000000001,1,0.0,False,3,paragraph
The ODL will be a partnership-based organization providing seamless electronic information,11.039999999999964,False,90.03276000000001,11,0.0,False,3,paragraph
services and resources to the citizens of Ontario. It will use local libraries as the entry point for,11.039999999999964,False,90.03276000000001,18,0.0,False,3,paragraph
common resources The ODL will recognize the unique responsibilities and needs of public,11.039999999999964,False,90.03276000000001,13,0.0,False,3,paragraph
"libraries, school libraries, college and university libraries and special libraries. The ODL",11.039999999999964,False,90.03276000000001,12,0.0,False,3,paragraph
"envisions a digital network of information resources, allowing members to collaborate when",11.039999999999964,False,90.03276000000001,12,0.0,False,3,paragraph
there is mutual benefit and to support the common mandates of local libraries.,11.039999999999964,False,90.03276000000001,13,0.0,False,3,paragraph
The principles which will define and guide the ODL are:,11.039999999999964,False,90.03276000000001,10,0.0,False,3,paragraph
Equitable access for all Ontarians:,11.039999999999964,True,90.03276000000001,5,0.0,False,3,H3
"We will bring consistent, high-quality electronic resources and services to 10 million",11.039999999999964,False,108.02796000000001,12,0.0,False,3,paragraph
Ontario citizens,11.039999999999964,False,108.02796000000001,2,0.0,False,3,paragraph
We will eliminate barriers to the access to information and create more consistent,11.039999999999964,False,108.02796000000001,13,0.0,False,3,paragraph
services for library clients.,11.039999999999964,False,108.02796000000001,4,0.0,False,3,paragraph
Shared decision-making and accountability:,11.039999999999964,True,90.03276000000001,4,0.0,False,3,H3
We will facilitate consensus among members regarding ODL’s portfolio of electronic,11.039999999999964,False,108.02796000000001,11,0.0,False,3,paragraph
licenses and services,11.039999999999964,False,108.02796000000001,3,0.0,False,3,paragraph
We will balance the interests and realities of small and large as well as rich and poor,11.039999999999964,False,108.02796000000001,17,0.0,False,3,paragraph
communities and institutions.,11.039999999999964,False,108.02796000000001,3,0.0,False,3,paragraph
Shared governance structure:,11.039999999999992,True,90.03276000000001,3,2.842170943040401e-14,False,3,H3
We will share decision-making in order to enable the people we serve.,11.039999999999992,False,108.02796000000001,12,0.0,False,3,paragraph
We will work based on an underlying assumption of trust and synergy.,11.039999999999992,False,108.02796000000001,12,0.0,False,3,paragraph
Shared funding:,11.039999999999992,True,90.03276000000001,2,0.0,False,3,H3
"We will leverage provincial, institutional, and local dollars to realize economies of scale",11.039999999999992,False,108.02796000000001,13,0.0,False,3,paragraph
and put Ontario dollars to work for everyone .,11.040000000000006,False,108.02796000000001,9,1.4210854715202004e-14,False,3,paragraph
We will be willing to pool talents and dollars in order to provide common services that are,11.040000000000006,False,108.02796000000001,17,0.0,False,3,paragraph
truly greater than those that can be maintained by individual institutions.,11.040000000000006,False,108.02796000000001,11,0.0,False,3,paragraph
RFP: To Develop the Ontario Digital Library Business Plan March 2003 4444,7.560000000000002,True,90.0406,12,-3.480000000000004,False,3,paragraph
Local points of entry:,11.039999999999964,True,89.9997,4,3.4799999999999613,False,4,H3
"We will provide the licenses, infrastructure, services and support that enable local",11.039999999999964,False,114.00066000000001,12,0.0,False,4,paragraph
"libraries to provide exceptional services to their clientele. ODL will focus on support,",11.039999999999964,False,114.00066000000001,13,0.0,False,4,paragraph
"providing the underpinning, not overshadowing.",11.039999999999964,False,114.00066000000001,5,0.0,False,4,paragraph
Services envisioned for the ODL’s include:,11.039999999999964,False,89.99970000000002,6,0.0,False,4,paragraph
Access:,11.039999999999964,True,89.99970000000002,1,0.0,False,4,H3
"to the “deep” web (i.e. Commercial, purchased electronic services)",11.039999999999964,False,107.99490000000002,9,0.0,False,4,paragraph
to credible web sites and electronic resources,11.039999999999964,False,107.99490000000002,7,0.0,False,4,paragraph
to digital government information,11.039999999999964,False,107.99490000000002,4,0.0,False,4,paragraph
to local digital collections,11.039999999999964,False,107.99490000000002,4,0.0,False,4,paragraph
Guidance and Advice:,11.039999999999964,True,89.9997,3,0.0,False,4,H3
to support e-learning,11.039999999999964,False,107.9949,3,0.0,False,4,paragraph
"to support citizens, in real-time, as they try to use electronic resources",11.039999999999964,False,107.9949,12,0.0,False,4,paragraph
to assist citizens as they use web-links,11.039999999999964,False,107.9949,7,0.0,False,4,paragraph
Training:,11.039999999999964,True,89.9997,1,0.0,False,4,H3
for library workers,11.039999999999964,False,107.9949,3,0.0,False,4,paragraph
for the general public,11.039999999999964,False,107.9949,4,0.0,False,4,paragraph
Provincial Purchasing & Licensing:,11.039999999999964,True,89.9997,4,0.0,False,4,H3
of electronic content on a consortia basis for all member libraries,11.039999999999964,False,107.9949,11,0.0,False,4,paragraph
Technological Support:,11.039999999999964,True,89.9997,2,0.0,False,4,H3
of common standards for the preservation and archiving local digital content,11.039999999999964,False,107.9949,11,0.0,False,4,paragraph
of a common interface to ODL resources and services that can be imbedded in local,11.039999999999964,False,107.9949,15,0.0,False,4,paragraph
library web sites,11.039999999999964,False,107.9949,3,0.0,False,4,paragraph
What could the ODL really mean?,11.04000000000002,False,89.99969999999999,6,5.684341886080802e-14,False,4,H3
For each Ontario citizen it could mean:,11.039999999999964,True,89.99970000000002,7,-5.684341886080802e-14,False,4,H4
One local point of entry to access seamless electronic library services and,11.039999999999964,False,162.00258000000002,12,0.0,False,4,paragraph
"resources for their personal, educational and professional needs;",11.039999999999964,False,162.00258000000002,8,0.0,False,4,paragraph
"Access to credible, high-quality, user-friendly electronic services through their",11.039999999999992,False,162.00258000000002,9,2.842170943040401e-14,False,4,paragraph
"community, school, or academic library;",11.039999999999992,False,162.00258000000002,5,0.0,False,4,paragraph
Confidence that the electronic services and sources they – and their children,11.039999999999992,False,162.0026,12,0.0,False,4,paragraph
"– are using are safe, valid, and bringing them both global and local",11.039999999999992,False,162.0026,13,0.0,False,4,paragraph
perspectives;,11.039999999999992,False,162.0026,1,0.0,False,4,paragraph
Electronic information and tools that enhance job skills and the learning,11.039999999999992,False,162.0026,11,0.0,False,4,paragraph
experience,11.039999999999992,False,162.00258000000002,1,0.0,False,4,paragraph
For each Ontario student it could mean:,11.039999999999992,True,89.99970000000003,7,0.0,False,4,H4
"One local point of entry to quality, curriculum- based electronic information",11.039999999999992,False,162.00258000000002,11,0.0,False,4,paragraph
resources and services,11.040000000000006,False,162.00258000000002,3,1.4210854715202004e-14,False,4,paragraph
"Connection to their individual educational environment, whether at the",11.040000000000006,False,162.00258000000002,9,0.0,False,4,paragraph
"elementary, secondary or post-secondary levels",11.040000000000006,False,162.00258000000002,5,0.0,False,4,paragraph
RFP: To Develop the Ontario Digital Library Business Plan March 2003 5555,7.560000000000002,True,90.0406,12,-3.480000000000004,False,4,paragraph
"Confidence that the services and resources people are using are credible,",11.039999999999964,False,162.0402,11,3.4799999999999613,False,5,paragraph
available when they need them and adaptable to different learning styles,11.039999999999964,False,162.0402,11,0.0,False,5,paragraph
For each Ontario library it could mean:,11.039999999999964,True,90.03732000000001,7,0.0,False,5,H4
One point of entry for themselves and their clientele to quality electronic,11.039999999999964,False,162.0402,12,0.0,False,5,paragraph
"resources and services that support and enhance their collections, programs",11.039999999999964,False,162.0402,10,0.0,False,5,paragraph
and services,11.039999999999964,False,162.0402,2,0.0,False,5,paragraph
"The opportunity to show case their local community, collections, services, and",11.039999999999964,False,162.0402,11,0.0,False,5,paragraph
expertise,11.039999999999964,False,162.0402,1,0.0,False,5,paragraph
"The opportunity to gain from the provincial, collaborative partnership in order",11.039999999999964,False,162.0402,11,0.0,False,5,paragraph
to provide a seamless gateway to digital resources and services,11.039999999999964,False,162.0402,10,0.0,False,5,paragraph
For the Ontario government it could mean:,11.039999999999964,True,90.03732000000001,7,0.0,False,5,H4
"A point of entry to information services and resources for all Ontario citizens,",11.039999999999964,False,162.0402,13,0.0,False,5,paragraph
connecting to portal initiatives .,11.039999999999964,False,162.0402,5,0.0,False,5,paragraph
Support of the Ontario E-Learning strategy through a collaborative digital,11.039999999999964,False,162.0402,10,0.0,False,5,paragraph
library initiative that positions Ontario on the global e-learning scene,11.039999999999964,False,162.0402,10,0.0,False,5,paragraph
Improved access and flexibility for all students at all ages and stages,11.039999999999964,False,162.0402,12,0.0,False,5,paragraph
(supports Ontario’s lifelong learning strategy),11.039999999999964,False,162.0402,5,0.0,False,5,paragraph
The opportunity to address emerging job skills shortages and facilitate school,11.039999999999964,False,162.0402,11,0.0,False,5,paragraph
to work and job to job transitions with the necessary information and,11.039999999999964,False,162.0402,12,0.0,False,5,paragraph
knowledge supports and tools,11.039999999999964,False,162.0402,4,0.0,False,5,paragraph
ODL will be an incorporated non-profit organization governed by a Board of Directors elected,11.039999999999964,False,90.03732000000001,14,0.0,False,5,paragraph
by a voting membership. The Board will include representatives from all stakeholders. We,11.039999999999964,False,90.04836000000002,13,0.0,False,5,paragraph
envision a governance model similar to that prepared for the province’s ORION network.,11.039999999999964,False,90.04836000000002,13,0.0,False,5,paragraph
"More information regarding the envisioned phasing, funding and resources required for the",11.039999999999964,False,90.04836000000002,12,0.0,False,5,paragraph
ODL can be found in the appendixes.,11.039999999999964,False,90.04836000000002,7,0.0,False,5,paragraph
The Business Plan to be Developed,12.0,False,96.0406,6,0.9600000000000364,False,5,H2
The business plan which needs to be developed for the ODL must be a formal business plan,11.039999999999964,False,90.0406,17,-0.9600000000000364,False,5,paragraph
"that documents and clearly communicates the ODL’s services, funding and governance",11.039999999999964,False,90.0406,11,0.0,False,5,paragraph
"structures, as well as implementation plans for 2004-2005, and operational plans for 2005-",11.04000000000002,False,90.0406,13,5.684341886080802e-14,False,5,paragraph
"2007. The planning process must also secure the full commitment of all stakeholders, as",11.039999999999992,False,90.0406,14,-2.842170943040401e-14,True,5,paragraph
represented on the Steering Committee.,11.039999999999992,False,90.0406,5,0.0,False,5,paragraph
"Specifically, the business plan must include:",11.039999999999992,False,90.0406,6,0.0,False,5,paragraph
"how the ODL will be implemented, including the timeline",11.039999999999992,False,132.03676,9,0.0,False,5,paragraph
the financial plan for the implementation,11.039999999999992,False,132.03676,6,0.0,False,5,paragraph
"the financial plan for the first 2 operating years, including capital and operating costs,",11.039999999999992,False,132.03676,14,0.0,False,5,paragraph
"revenues, etc.",11.039999999999992,False,135.03964,2,0.0,False,5,paragraph
a financial f orecast for the succeeding 2 operating years,11.040000000000006,False,132.03680000000003,10,1.4210854715202004e-14,False,5,paragraph
the services and products to be delivered by the ODL,11.040000000000006,False,132.03676,10,0.0,False,5,paragraph
how the ODL will operate and be managed following the implementation,11.040000000000006,False,132.03676,11,0.0,False,5,paragraph
